study_id,doi,panel_id,pollutant,candidate_id,stratum_id,response,response_sd,response_unit_reported,condition_1_name,condition_1_value,condition_2_name,condition_2_value,condition_3_name,condition_3_value,response_type,evidence_tier,source_location,design_replicates,candidate_unit
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,BC,time_min=720,69.83,,Qe mg g^-1,contact_time_min,720.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,BC,time_min=1440,69.97,,Qe mg g^-1,contact_time_min,1440.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=0,0.0,,Qe mg g^-1,contact_time_min,0.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=10,29.08,,Qe mg g^-1,contact_time_min,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=30,45.78,,Qe mg g^-1,contact_time_min,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=60,67.73,,Qe mg g^-1,contact_time_min,60.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=120,73.61,,Qe mg g^-1,contact_time_min,120.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=180,74.51,,Qe mg g^-1,contact_time_min,180.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=240,74.51,,Qe mg g^-1,contact_time_min,240.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=420,74.63,,Qe mg g^-1,contact_time_min,420.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=540,74.72,,Qe mg g^-1,contact_time_min,540.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=720,74.79,,Qe mg g^-1,contact_time_min,720.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUBC,time_min=1440,74.85,,Qe mg g^-1,contact_time_min,1440.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=0,0.0,,Qe mg g^-1,contact_time_min,0.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=10,39.92,,Qe mg g^-1,contact_time_min,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=30,51.86,,Qe mg g^-1,contact_time_min,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=60,69.65,,Qe mg g^-1,contact_time_min,60.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=120,80.49,,Qe mg g^-1,contact_time_min,120.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=180,85.25,,Qe mg g^-1,contact_time_min,180.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=240,87.25,,Qe mg g^-1,contact_time_min,240.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=420,87.32,,Qe mg g^-1,contact_time_min,420.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=540,87.39,,Qe mg g^-1,contact_time_min,540.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=720,87.45,,Qe mg g^-1,contact_time_min,720.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,CBC,time_min=1440,87.59,,Qe mg g^-1,contact_time_min,1440.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=0,0.0,,Qe mg g^-1,contact_time_min,0.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=10,46.14,,Qe mg g^-1,contact_time_min,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=30,67.59,,Qe mg g^-1,contact_time_min,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=60,82.25,,Qe mg g^-1,contact_time_min,60.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=120,91.09,,Qe mg g^-1,contact_time_min,120.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=180,94.07,,Qe mg g^-1,contact_time_min,180.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=240,96.08,,Qe mg g^-1,contact_time_min,240.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=420,96.35,,Qe mg g^-1,contact_time_min,420.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=540,96.42,,Qe mg g^-1,contact_time_min,540.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=720,96.47,,Qe mg g^-1,contact_time_min,720.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_kinetics,Urea,SUCBC,time_min=1440,96.61,,Qe mg g^-1,contact_time_min,1440.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption kinetics worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,BC,pH=3,28.43,,Qe mg g^-1,initial_pH,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,BC,pH=5,62.75,,Qe mg g^-1,initial_pH,5.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,BC,pH=7,69.61,,Qe mg g^-1,initial_pH,7.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,BC,pH=9,80.39,,Qe mg g^-1,initial_pH,9.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,BC,pH=11,48.04,,Qe mg g^-1,initial_pH,11.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUBC,pH=3,33.82,,Qe mg g^-1,initial_pH,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUBC,pH=5,71.57,,Qe mg g^-1,initial_pH,5.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUBC,pH=7,74.51,,Qe mg g^-1,initial_pH,7.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUBC,pH=9,83.33,,Qe mg g^-1,initial_pH,9.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUBC,pH=11,56.86,,Qe mg g^-1,initial_pH,11.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,CBC,pH=3,38.24,,Qe mg g^-1,initial_pH,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,CBC,pH=5,77.45,,Qe mg g^-1,initial_pH,5.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,CBC,pH=7,87.25,,Qe mg g^-1,initial_pH,7.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,CBC,pH=9,91.18,,Qe mg g^-1,initial_pH,9.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,CBC,pH=11,62.75,,Qe mg g^-1,initial_pH,11.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUCBC,pH=3,45.1,,Qe mg g^-1,initial_pH,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUCBC,pH=5,86.27,,Qe mg g^-1,initial_pH,5.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUCBC,pH=7,96.08,,Qe mg g^-1,initial_pH,7.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUCBC,pH=9,105.88,,Qe mg g^-1,initial_pH,9.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_initial_pH,Urea,SUCBC,pH=11,71.57,,Qe mg g^-1,initial_pH,11.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of pH worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,BC,temperature_C=15,65.1960784313725,,Qe mg g^-1,temperature_C,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,BC,temperature_C=25,69.6078431372549,,Qe mg g^-1,temperature_C,25.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,BC,temperature_C=35,72.5490196078431,,Qe mg g^-1,temperature_C,35.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUBC,temperature_C=15,67.156862745098,,Qe mg g^-1,temperature_C,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUBC,temperature_C=25,74.5098,,Qe mg g^-1,temperature_C,25.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUBC,temperature_C=35,79.4117647058823,,Qe mg g^-1,temperature_C,35.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,CBC,temperature_C=15,74.5098039215686,,Qe mg g^-1,temperature_C,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,CBC,temperature_C=25,87.2549,,Qe mg g^-1,temperature_C,25.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,CBC,temperature_C=35,96.078431372549,,Qe mg g^-1,temperature_C,35.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUCBC,temperature_C=15,80.39,,Qe mg g^-1,temperature_C,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUCBC,temperature_C=25,96.0784,,Qe mg g^-1,temperature_C,25.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_temperature,Urea,SUCBC,temperature_C=35,106.86,,Qe mg g^-1,temperature_C,35.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Effect of temperature worksheet",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=50,48.04,,Qe mg g^-1,initial_urea_concentration_mg_L,50.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=100,69.61,,Qe mg g^-1,initial_urea_concentration_mg_L,100.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=150,70.59,,Qe mg g^-1,initial_urea_concentration_mg_L,150.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=200,82.35,,Qe mg g^-1,initial_urea_concentration_mg_L,200.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=250,83.33,,Qe mg g^-1,initial_urea_concentration_mg_L,250.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,BC,C0_mg_L=300,92.16,,Qe mg g^-1,initial_urea_concentration_mg_L,300.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=50,54.9,,Qe mg g^-1,initial_urea_concentration_mg_L,50.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=100,73.53,,Qe mg g^-1,initial_urea_concentration_mg_L,100.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=150,81.37,,Qe mg g^-1,initial_urea_concentration_mg_L,150.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=200,84.31,,Qe mg g^-1,initial_urea_concentration_mg_L,200.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=250,90.2,,Qe mg g^-1,initial_urea_concentration_mg_L,250.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,SUBC,C0_mg_L=300,102.94,,Qe mg g^-1,initial_urea_concentration_mg_L,300.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,CBC,C0_mg_L=50,57.69,,Qe mg g^-1,initial_urea_concentration_mg_L,50.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,CBC,C0_mg_L=100,87.25,,Qe mg g^-1,initial_urea_concentration_mg_L,100.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,CBC,C0_mg_L=150,95.33,,Qe mg g^-1,initial_urea_concentration_mg_L,150.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
Wei2025,10.1016/j.mtcomm.2025.113636,Wei2025_urea_isotherm,Urea,CBC,C0_mg_L=200,103.53,,Qe mg g^-1,initial_urea_concentration_mg_L,200.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Mendeley Data 10.17632/w882jvwwfk.1, Adsorption Isotherms worksheet; C0 assigned from the source-defined 50-300 mg L^-1 sequence",3.0,fixed_physical_material
