study_id,doi,panel_id,pollutant,candidate_id,stratum_id,response,response_sd,response_unit_reported,condition_1_name,condition_1_value,condition_2_name,condition_2_value,condition_3_name,condition_3_value,response_type,evidence_tier,source_location,design_replicates,candidate_unit
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,B,C0=20,11.09,0.15,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,AB,C0=20,19.8,0.71,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,CB,C0=20,18.79,0.03,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,B,C0=30,14.59,0.03,q_e mg g^-1,initial_concentration_mg_L,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,AB,C0=30,28.29,0.22,q_e mg g^-1,initial_concentration_mg_L,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,CB,C0=30,28.69,0.03,q_e mg g^-1,initial_concentration_mg_L,30.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,B,C0=40,10.88,0.09,q_e mg g^-1,initial_concentration_mg_L,40.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,AB,C0=40,35.1,0.11,q_e mg g^-1,initial_concentration_mg_L,40.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_MB_concentration,Methylene blue,CB,C0=40,31.47,0.04,q_e mg g^-1,initial_concentration_mg_L,40.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,B,C0=10,5.66,0.03,q_e mg g^-1,initial_concentration_mg_L,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,AB,C0=10,8.51,0.19,q_e mg g^-1,initial_concentration_mg_L,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,CB,C0=10,5.21,0.11,q_e mg g^-1,initial_concentration_mg_L,10.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,B,C0=15,8.07,0.69,q_e mg g^-1,initial_concentration_mg_L,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,AB,C0=15,12.19,1.15,q_e mg g^-1,initial_concentration_mg_L,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,CB,C0=15,7.55,0.05,q_e mg g^-1,initial_concentration_mg_L,15.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,B,C0=20,13.59,0.29,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,AB,C0=20,15.16,1.05,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Vasconcelos2025,10.1016/j.jiec.2024.10.004,Vasconcelos2025_17bE2_concentration,17beta-estradiol,CB,C0=20,13.34,0.13,q_e mg g^-1,initial_concentration_mg_L,20.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,Main article Table 2,3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=0.5,1.81,0.3,q_t mg g^-1,contact_time_h,0.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=0.5,6.83,0.29,q_t mg g^-1,contact_time_h,0.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=0.5,5.87,0.45,q_t mg g^-1,contact_time_h,0.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=0.5,9.82,0.04,q_t mg g^-1,contact_time_h,0.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=0.5,1.51,0.02,q_t mg g^-1,contact_time_h,0.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=1,2.34,0.43,q_t mg g^-1,contact_time_h,1.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=1,7.1,0.08,q_t mg g^-1,contact_time_h,1.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=1,6.09,0.32,q_t mg g^-1,contact_time_h,1.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=1,9.87,0.02,q_t mg g^-1,contact_time_h,1.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=1,1.98,0.04,q_t mg g^-1,contact_time_h,1.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=1.5,2.52,0.36,q_t mg g^-1,contact_time_h,1.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=1.5,7.23,0.15,q_t mg g^-1,contact_time_h,1.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=1.5,6.33,0.16,q_t mg g^-1,contact_time_h,1.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=1.5,9.88,0.03,q_t mg g^-1,contact_time_h,1.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=1.5,2.63,0.03,q_t mg g^-1,contact_time_h,1.5,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=2,2.86,0.22,q_t mg g^-1,contact_time_h,2.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=2,7.75,0.12,q_t mg g^-1,contact_time_h,2.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=2,6.49,0.22,q_t mg g^-1,contact_time_h,2.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=2,9.87,0.02,q_t mg g^-1,contact_time_h,2.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=2,7.38,0.01,q_t mg g^-1,contact_time_h,2.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=3,2.88,0.14,q_t mg g^-1,contact_time_h,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=3,8.84,0.21,q_t mg g^-1,contact_time_h,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=3,6.96,0.37,q_t mg g^-1,contact_time_h,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=3,9.87,0.02,q_t mg g^-1,contact_time_h,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=3,8.53,0.03,q_t mg g^-1,contact_time_h,3.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=4,3.45,0.15,q_t mg g^-1,contact_time_h,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=4,9.31,0.04,q_t mg g^-1,contact_time_h,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=4,7.18,0.3,q_t mg g^-1,contact_time_h,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=4,9.88,0.02,q_t mg g^-1,contact_time_h,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=4,8.93,0.04,q_t mg g^-1,contact_time_h,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=6,3.78,0.2,q_t mg g^-1,contact_time_h,6.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=6,9.56,0.04,q_t mg g^-1,contact_time_h,6.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=6,7.57,0.31,q_t mg g^-1,contact_time_h,6.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=6,9.91,0.01,q_t mg g^-1,contact_time_h,6.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=6,9.28,0.0,q_t mg g^-1,contact_time_h,6.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=8,4.05,0.24,q_t mg g^-1,contact_time_h,8.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=8,9.62,0.06,q_t mg g^-1,contact_time_h,8.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=8,8.06,0.06,q_t mg g^-1,contact_time_h,8.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=8,9.89,0.02,q_t mg g^-1,contact_time_h,8.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=8,9.54,0.03,q_t mg g^-1,contact_time_h,8.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=12,5.23,0.47,q_t mg g^-1,contact_time_h,12.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=12,9.76,0.05,q_t mg g^-1,contact_time_h,12.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=12,8.5,0.07,q_t mg g^-1,contact_time_h,12.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=12,9.88,0.04,q_t mg g^-1,contact_time_h,12.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=12,9.56,0.02,q_t mg g^-1,contact_time_h,12.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=24,6.55,0.37,q_t mg g^-1,contact_time_h,24.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=24,9.79,0.06,q_t mg g^-1,contact_time_h,24.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=24,8.82,0.16,q_t mg g^-1,contact_time_h,24.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=24,9.91,0.01,q_t mg g^-1,contact_time_h,24.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=24,9.86,0.02,q_t mg g^-1,contact_time_h,24.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=48,8.34,0.48,q_t mg g^-1,contact_time_h,48.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=48,9.82,0.01,q_t mg g^-1,contact_time_h,48.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=48,8.75,0.19,q_t mg g^-1,contact_time_h,48.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=48,9.9,0.01,q_t mg g^-1,contact_time_h,48.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=48,9.73,0.01,q_t mg g^-1,contact_time_h,48.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Al-BC,time=72,9.25,0.01,q_t mg g^-1,contact_time_h,72.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Ca-BC,time=72,9.83,0.01,q_t mg g^-1,contact_time_h,72.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Fe-BC,time=72,8.75,0.02,q_t mg g^-1,contact_time_h,72.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,La-BC,time=72,9.91,0.02,q_t mg g^-1,contact_time_h,72.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Wang2021,10.1098/rsos.201789,Wang2021_phosphate_kinetics,Phosphate,Mg-BC,time=72,9.82,0.01,q_t mg g^-1,contact_time_h,72.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.3xsj3txf4, raw kinetics worksheet",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL1-500C,pH=4,13.550153227687295,0.38381403228164734,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL1-700C,pH=4,13.942329649334013,0.14607050368629534,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL1-900C,pH=4,1.0792730853449763,0.17435503798078364,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL3-500C,pH=4,11.915200148049399,0.8044812936488455,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL3-700C,pH=4,13.612003502748534,0.4132228878414233,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL3-900C,pH=4,13.797437447617208,0.2638762613424314,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL7-500C,pH=4,0.9505961520042282,0.23092836513773873,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL7-700C,pH=4,6.5748057800696555,2.4204265348977296,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL7-900C,pH=4,3.8028986021710973,0.937219211396465,P sorbed mg g^-1,initial_pH,4.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
Padilla2023,10.1007/s42773-023-00263-5,Padilla2023_phosphate_initial_pH,Phosphate,PL1-500C,pH=5,14.38046539222122,0.14456167427652275,P sorbed mg g^-1,initial_pH,5.0,,,,,direct_tabulated_experimental,postfreeze_locked_primary,"Dryad 10.5061/dryad.pc866t1w7, Compiled_Data.xlsx Figure 4",3.0,fixed_physical_material
