protocol_id,protocol_sha256,n_source_studies,n_panels,n_query_strata,sources_all_query_best_retained,descriptive_source_compatibility_rate,source_balanced_mean_assay_reduction_fraction,pooled_assay_reduction_fraction,mean_query_best_coverage,n_failed_query_strata,mean_normalized_regret,max_normalized_regret,max_relative_regret_to_best,inference_caveat
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,6,14,59,5,0.8333333333333334,0.19783597883597884,0.21106557377049184,0.9661016949152542,2,0.0024112027569758204,0.10804315312328165,0.008920547821854773,The screened source studies are not a probability sample; the source compatibility rate is descriptive.
