protocol_id,protocol_sha256,analysis_status,study_id,panel_id,pollutant,strategy,per_anchor_fraction,n_candidates,n_strata,anchors,n_retained,retained_candidates,candidate_reduction_fraction,baseline_assay_units,protocol_assay_units,assay_reduction_fraction,query_best_coverage,mean_regret,mean_normalized_regret
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_kinetics,Urea,ever_top_one_third,0.3333333333333333,4,11,time_min=0 | time_min=1440,4,BC | CBC | SUBC | SUCBC,0.0,44,44,0.0,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,frozen_primary,Wei2025,Wei2025_urea_kinetics,Urea,ever_top_half_frozen_primary,0.5,4,11,time_min=0 | time_min=1440,4,BC | CBC | SUBC | SUCBC,0.0,44,44,0.0,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_kinetics,Urea,ever_top_two_thirds,0.6666666666666666,4,11,time_min=0 | time_min=1440,4,BC | CBC | SUBC | SUCBC,0.0,44,44,0.0,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_kinetics,Urea,ever_top_three_quarters,0.75,4,11,time_min=0 | time_min=1440,4,BC | CBC | SUBC | SUCBC,0.0,44,44,0.0,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_kinetics,Urea,retain_all,1.0,4,11,time_min=0 | time_min=1440,4,BC | CBC | SUBC | SUCBC,0.0,44,44,0.0,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_temperature,Urea,ever_top_one_third,0.3333333333333333,4,3,temperature_C=15 | temperature_C=35,2,CBC | SUCBC,0.5,12,10,0.16666666666666663,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,frozen_primary,Wei2025,Wei2025_urea_temperature,Urea,ever_top_half_frozen_primary,0.5,4,3,temperature_C=15 | temperature_C=35,2,CBC | SUCBC,0.5,12,10,0.16666666666666663,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_temperature,Urea,ever_top_two_thirds,0.6666666666666666,4,3,temperature_C=15 | temperature_C=35,3,CBC | SUBC | SUCBC,0.25,12,11,0.08333333333333337,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_temperature,Urea,ever_top_three_quarters,0.75,4,3,temperature_C=15 | temperature_C=35,3,CBC | SUBC | SUCBC,0.25,12,11,0.08333333333333337,1.0,0.0,0.0
BC-CANDIDATE-RETENTION-2026-07-16-v1,dfb2029812af8a4a915aeb53b04412c308787544086f94bd3014684d673c345e,postfreeze_exploratory_sensitivity,Wei2025,Wei2025_urea_temperature,Urea,retain_all,1.0,4,3,temperature_C=15 | temperature_C=35,4,BC | CBC | SUBC | SUCBC,0.0,12,12,0.0,1.0,0.0,0.0
