ref_id,mad_wt_pct,aad_wt_pct,vad_wt_pct,fcad_wt_pct,cad_wt_pct,had_wt_pct,nad_wt_pct,sad_wt_pct,oad_wt_pct,bet_surface_area_m2_g,vtotal_cm3_g,avg_pore_diameter_nm,k_wt_pct,fe_wt_pct,br_wt_pct,i_wt_pct,cl_wt_pct,total_gas_volume_L_min,co2_pct,o2_pct,h2o_pct,so2_ppm,no_ppm,temperature_C,adsorbent_amount_mg,hg0_concentration_ug_m3,max_hg0_removal_efficiency_pct
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,0.0,120.0,100.0,28.5,81.7
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,0.0,120.0,100.0,28.5,81.8
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,0.0,120.0,100.0,28.5,81.9
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,100.0,120.0,100.0,28.5,83.0
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,9.0,0.0,0.0,0.0,120.0,100.0,28.5,83.0
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,100.0,120.0,100.0,28.5,83.0
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,400.0,0.0,120.0,100.0,28.5,84.9
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,100.0,100.0,120.0,100.0,28.5,88.9
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,3.0,100.0,100.0,120.0,100.0,28.5,89.3
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,0.0,80.0,100.0,28.5,91.9
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,100.0,0.0,120.0,100.0,28.5,93.3
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,100.0,0.0,120.0,100.0,28.5,93.5
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,3.0,1000.0,300.0,120.0,100.0,28.5,95.2
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,0.0,50.0,100.0,28.5,95.2
12,16.4,37.8,33.0,12.7,39.6,4.49,2.85,1.2,32.4,24.92,0.04,10.6,0.0,0.0,0.0,0.0,5.0,0.85,0.0,6.0,0.0,0.0,300.0,120.0,100.0,28.5,96.3
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,424.1,0.21,2.41,0.0,0.0,0.0,0.0,13.3,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,78.3
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,449.3,0.22,2.3,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,85.5
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,345.8,0.18,2.93,4.6,0.0,0.0,15.4,0.0,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,97.3
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,184.4,0.1,2.94,0.0,0.0,0.0,0.0,66.4,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,98.7
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,388.0,0.21,3.08,0.0,0.0,0.0,17.5,0.0,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,99.8
13,0.2,8.3,63.0,28.5,43.6,5.8,0.8,0.0,49.8,135.3,0.07,3.49,77.0,0.0,0.0,23.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,120.0,5.0,29.0,100.0
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,26.2,0.03,4.63,0.0,0.0,0.0,0.0,0.0,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,37.1
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,6.0,600.0,400.0,120.0,250.0,60.0,66.6
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,0.0,1.0,600.0,400.0,120.0,250.0,60.0,71.8
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,24.56,0.03,6.13,0.0,0.0,0.0,0.0,0.66,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,74.0
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,0.0,120.0,250.0,60.0,79.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,0.0,600.0,400.0,120.0,250.0,60.0,79.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,8.0,1.0,1200.0,400.0,120.0,250.0,60.0,81.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,80.0,250.0,60.0,81.7
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,0.0,1.0,0.0,400.0,120.0,250.0,60.0,87.9
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.1
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.3
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.4
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,89.4
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,400.0,150.0,250.0,60.0,92.9
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,5.0,1.0,600.0,800.0,120.0,250.0,60.0,94.6
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.76,0.03,14.04,0.0,0.0,0.0,0.0,3.3,0.9,0.0,8.0,1.0,600.0,400.0,120.0,250.0,60.0,94.7
14,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,15.83,0.03,14.38,0.0,0.0,0.0,0.0,5.97,0.9,0.0,5.0,1.0,600.0,400.0,120.0,250.0,60.0,94.9
15,10.8,2.55,68.2,18.46,38.9,9.41,2.34,0.15,35.9,28.64,1.59,21.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,350.0,26.7,45.8
15,10.8,2.55,68.2,18.46,38.9,9.41,2.34,0.15,35.9,189.3,1.56,127.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,350.0,26.7,91.7
15,10.8,2.55,68.2,18.46,38.9,9.41,2.34,0.15,35.9,156.28,1.72,119.4,0.0,0.0,0.0,0.0,18.2,2.0,0.0,0.0,0.0,0.0,0.0,90.0,350.0,26.7,94.8
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,253.34,0.12,2.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,210.0,500.0,90.0,5.2
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,253.34,0.12,2.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,500.0,90.0,8.2
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,253.34,0.12,2.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,500.0,90.0,14.3
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,163.26,0.09,2.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,210.0,500.0,90.0,16.3
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,253.34,0.12,2.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,500.0,90.0,28.5
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,163.26,0.09,2.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,500.0,90.0,32.8
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,253.34,0.12,2.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,90.0,49.7
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,163.26,0.09,2.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,500.0,90.0,56.9
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,163.26,0.09,2.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,500.0,90.0,61.5
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,163.26,0.09,2.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,90.0,66.7
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,118.64,0.07,2.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,90.0,81.3
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,136.82,0.07,2.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,90.0,83.0
16,5.08,5.38,18.5,71.07,87.3,0.98,1.03,0.26,10.5,118.64,0.07,2.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,500.0,90.0,87.6
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,2.3,0.0,4.39,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,22.4
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,292.81,0.14,1.96,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,22.7
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,277.04,0.13,1.84,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,24.1
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,443.06,0.2,1.82,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,25.3
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,455.88,0.2,1.77,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,25.8
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,382.38,0.16,1.72,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,26.2
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,358.66,0.16,1.81,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,26.5
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,473.42,0.23,1.96,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,27.1
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,280.89,0.13,1.83,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,28.1
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,563.96,0.27,1.93,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,30.5
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,1.95,0.01,29.88,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,30.7
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,510.58,0.24,1.9,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,31.9
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,306.84,0.15,1.92,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,33.5
17,4.82,3.6,75.3,75.3,46.2,5.66,0.47,0.04,39.2,523.1,0.25,1.93,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,150.0,100.0,50.0,34.9
